iter	Passed	Remaining
1664	135148	27192
1665	135207	27106
1666	135300	27027
1667	135387	26947
1668	135477	26868
1669	135572	26789
1670	135681	26713
1671	135787	26637
1672	135901	26563
1673	135994	26483
1674	136071	26401
1675	136153	26320
1676	136236	26239
1677	136345	26164
1678	136463	26089
1679	136558	26011
1680	136732	25947
1681	136924	25887
1682	137030	25810
1683	137137	25733
1684	137251	25658
1685	137338	25577
1686	137450	25502
1687	137567	25427
1688	137686	25352
1689	137776	25272
1690	137941	25206
1691	138026	25125
1692	138112	25044
1693	138201	24964
1694	138288	24883
1695	138371	24802
1696	138447	24719
1697	138508	24634
1698	138562	24548
1699	138620	24462
1700	138675	24376
1701	138734	24290
1702	138794	24205
1703	138867	24122
1704	138937	24039
1705	138998	23954
1706	139054	23868
1707	139112	23782
1708	139188	23700
1709	139283	23621
1710	139362	23539
1711	139449	23458
1712	139530	23377
1713	139617	23296
1714	139711	23217
1715	139783	23134
1716	139841	23048
1717	139927	22968
1718	140011	22887
1719	140097	22806
1720	140178	22725
1721	140248	22641
1722	140321	22558
1723	140401	22477
1724	140487	22396
1725	140567	22314
1726	140653	22234
1727	140749	22154
1728	140839	22074
1729	140944	21997
1730	141073	21923
1731	141164	21843
1732	141246	21761
1733	141340	21681
1734	141424	21600
1735	141555	21526
1736	141659	21448
1737	141780	21373
1738	141877	21293
1739	141995	21217
1740	142108	21140
1741	142230	21065
1742	142343	20988
1743	142468	20912
1744	142565	20833
1745	142666	20754
1746	142796	20679
1747	142959	20609
1748	143077	20533
1749	143198	20456
1750	143307	20379
1751	143423	20302
1752	143537	20224
1753	143665	20149
1754	143787	20072
1755	143893	19994
1756	144021	19918
1757	144129	19840
1758	144239	19762
1759	144347	19683
1760	144446	19604
1761	144568	19527
1762	144685	19450
1763	144807	19373
1764	145037	19310
1765	145162	19234
1766	145293	19158
1767	145412	19081
1768	145526	19003
1769	145629	18923
1770	145764	18848
1771	145926	18776
1772	146025	18695
1773	146112	18614
1774	146235	18536
1775	146316	18454
1776	146402	18372
1777	146501	18292
1778	146584	18209
1779	146661	18126
1780	146753	18045
1781	146842	17963
1782	146949	17884
1783	147027	17801
1784	147105	17718
1785	147183	17635
1786	147263	17552
1787	147338	17469
1788	147417	17386
1789	147492	17303
1790	147571	17220
1791	147651	17138
1792	147730	17055
1793	147812	16972
1794	147917	16893
1795	147999	16810
1796	148071	16727
1797	148147	16643
1798	148222	16560
1799	148301	16477
1800	148380	16395
1801	148461	16312
1802	148537	16229
1803	148614	16146
1804	148695	16064
1805	148775	15981
1806	148850	15898
1807	148961	15818
1808	149070	15739
1809	149161	15657
1810	149246	15575
1811	149355	15496
1812	149433	15413
1813	149511	15330
1814	149589	15247
1815	149665	15164
1816	149743	15081
1817	149824	14998
1818	149931	14918
1819	150016	14836
1820	150093	14753
1821	150169	14670
1822	150244	14587
1823	150325	14505
1824	150403	14422
1825	150481	14339
1826	150559	14256
1827	150636	14173
1828	150710	14090
1829	150791	14007
1830	150874	13925
1831	150979	13845
1832	151056	13762
1833	151129	13679
1834	151204	13596
1835	151284	13513
1836	151361	13430
1837	151439	13347
1838	151514	13264
1839	151589	13181
1840	151668	13099
1841	151746	13016
1842	151824	12933
1843	151926	12852
1844	152014	12770
1845	152109	12689
1846	152202	12608
1847	152291	12526
1848	152396	12445
1849	152474	12362
1850	152555	12280
1851	152637	12197
1852	152720	12115
1853	152817	12034
1854	152911	11952
1855	153002	11870
1856	153114	11790
1857	153278	11714
1858	153395	11634
1859	153504	11554
1860	153607	11473
1861	153718	11392
1862	153824	11311
1863	153925	11230
1864	154010	11148
1865	154089	11065
1866	154164	10982
1867	154248	10899
1868	154328	10817
1869	154407	10734
1870	154494	10651
1871	154578	10569
1872	154656	10486
1873	154739	10404
1874	154823	10321
1875	154918	10239
1876	155000	10157
1877	155081	10074
1878	155167	9992
1879	155282	9911
1880	155361	9828
1881	155459	9747
1882	155551	9665
1883	155625	9582
1884	155733	9500
1885	155859	9420
1886	156022	9343
1887	156159	9263
1888	156318	9185
1889	156407	9103
1890	156486	9020
1891	156567	8937
1892	156643	8854
1893	156720	8771
1894	156809	8688
1895	156892	8605
1896	156995	8524
1897	157078	8441
1898	157160	8358
1899	157241	8275
1900	157324	8193
1901	157401	8110
1902	157476	8026
1903	157557	7944
1904	157632	7860
1905	157711	7778
1906	157795	7695
1907	157903	7613
1908	158044	7533
1909	158184	7453
1910	158331	7373
1911	158444	7292
1912	158538	7210
1913	158617	7126
1914	158697	7044
1915	158789	6961
1916	158880	6879
1917	159035	6799
1918	159114	6716
1919	159192	6633
1920	159270	6549
1921	159343	6466
1922	159421	6383
1923	159504	6300
1924	159580	6217
1925	159660	6134
1926	159750	6051
1927	159844	5969
1928	159967	5887
1929	160054	5805
1930	160140	5722
1931	160240	5639
1932	160329	5557
1933	160437	5475
1934	160576	5394
1935	160704	5312
1936	160831	5230
1937	160967	5149
1938	161070	5067
1939	161193	4985
1940	161336	4904
1941	161489	4823
1942	161632	4741
1943	161719	4658
1944	161818	4575
1945	161909	4492
1946	162032	4410
1947	162220	4330
1948	162332	4247
1949	162438	4165
1950	162523	4081
1951	162599	3998
1952	162677	3914
1953	162756	3831
1954	162841	3748
1955	162937	3665
1956	163038	3582
1957	163131	3499
1958	163193	3415
1959	163257	3331
1960	163348	3248
1961	163459	3165
1962	163546	3082
1963	163647	2999
1964	163744	2916
1965	163859	2833
1966	163987	2751
1967	164083	2668
1968	164183	2584
1969	164428	2503
1970	164601	2421
1971	164718	2338
1972	164816	2255
1973	164924	2172
1974	165031	2089
1975	165113	2005
1976	165194	1921
1977	165276	1838
1978	165360	1754
1979	165445	1671
1980	165531	1587
1981	165616	1504
1982	165892	1422
1983	166032	1338
1984	166167	1255
1985	166258	1172
1986	166364	1088
1987	166461	1004
1988	166578	921
1989	166700	837
1990	166869	754
1991	167039	670
1992	167133	587
1993	167217	503
1994	167296	419
1995	167376	335
1996	167461	251
1997	167557	167
1998	167636	83
1999	167747	0
